,ID,Robocrys_description,N_tokens,SG,SG_symbol,Crystal_system,Structure_types
696,mp-2403,Pt3Y is Uranium Silicide structured and crystallizes in the cubic Pm̅3m space group. Y is bonded to twelve equivalent Pt atoms to form a mixture of face and corner-sharing YPt12 cuboctahedra. All Y-Pt bond lengths are 2.90 Å. Pt is bonded in a distorted square co-planar geometry to four equivalent Y atoms.,52,221,Pm-3m,cubic,Uranium Silicide
697,mp-2516,YZn is Tetraauricupride structured and crystallizes in the cubic Pm̅3m space group. Y is bonded in a body-centered cubic geometry to eight equivalent Zn atoms. All Y-Zn bond lengths are 3.09 Å. Zn is bonded in a body-centered cubic geometry to eight equivalent Y atoms.,45,221,Pm-3m,cubic,Tetraauricupride
698,mp-30728,HoIn is Tetraauricupride structured and crystallizes in the cubic Pm̅3m space group. Ho is bonded in a body-centered cubic geometry to eight equivalent In atoms. All Ho-In bond lengths are 3.23 Å. In is bonded in a body-centered cubic geometry to eight equivalent Ho atoms.,45,221,Pm-3m,cubic,Tetraauricupride
699,mp-11536,NpRh3 is Uranium Silicide structured and crystallizes in the cubic Pm̅3m space group. Np is bonded to twelve equivalent Rh atoms to form a mixture of corner and face-sharing NpRh12 cuboctahedra. All Np-Rh bond lengths are 2.84 Å. Rh is bonded in a distorted square co-planar geometry to four equivalent Np atoms.,52,221,Pm-3m,cubic,Uranium Silicide
700,mp-12599,PrTl is Tetraauricupride structured and crystallizes in the cubic Pm̅3m space group. Pr is bonded in a body-centered cubic geometry to eight equivalent Tl atoms. All Pr-Tl bond lengths are 3.39 Å. Tl is bonded in a body-centered cubic geometry to eight equivalent Pr atoms.,45,221,Pm-3m,cubic,Tetraauricupride
701,mp-1261,EuZn1 is Tetraauricupride structured and crystallizes in the cubic Pm̅3m space group. Eu is bonded in a body-centered cubic geometry to eight equivalent Zn atoms. All Eu-Zn bond lengths are 3.24 Å. Zn is bonded in a body-centered cubic geometry to eight equivalent Eu atoms.,45,221,Pm-3m,cubic,Tetraauricupride
702,mp-1518,CeRh3 is Uranium Silicide structured and crystallizes in the cubic Pm̅3m space group. Ce is bonded to twelve equivalent Rh atoms to form a mixture of corner and face-sharing CeRh12 cuboctahedra. All Ce-Rh bond lengths are 2.85 Å. Rh is bonded in a distorted square co-planar geometry to four equivalent Ce atoms.,52,221,Pm-3m,cubic,Uranium Silicide
703,mp-1885,IrAl is Tetraauricupride structured and crystallizes in the cubic Pm̅3m space group. Ir is bonded in a body-centered cubic geometry to eight equivalent Al atoms. All Ir-Al bond lengths are 2.59 Å. Al is bonded in a body-centered cubic geometry to eight equivalent Ir atoms.,45,221,Pm-3m,cubic,Tetraauricupride
704,mp-20176,DyPb3 is Uranium Silicide structured and crystallizes in the cubic Pm̅3m space group. Dy is bonded to twelve equivalent Pb atoms to form a mixture of corner and face-sharing DyPb12 cuboctahedra. All Dy-Pb bond lengths are 3.43 Å. Pb is bonded in a distorted square co-planar geometry to four equivalent Dy atoms.,52,221,Pm-3m,cubic,Uranium Silicide
705,mp-21085,PuPd3 is Uranium Silicide structured and crystallizes in the cubic Pm̅3m space group. Pu is bonded to twelve equivalent Pd atoms to form a mixture of corner and face-sharing PuPd12 cuboctahedra. All Pu-Pd bond lengths are 2.92 Å. Pd is bonded in a distorted square co-planar geometry to four equivalent Pu atoms.,52,221,Pm-3m,cubic,Uranium Silicide
706,mp-2163,HoRh is Tetraauricupride structured and crystallizes in the cubic Pm̅3m space group. Ho is bonded in a body-centered cubic geometry to eight equivalent Rh atoms. All Ho-Rh bond lengths are 2.93 Å. Rh is bonded in a body-centered cubic geometry to eight equivalent Ho atoms.,45,221,Pm-3m,cubic,Tetraauricupride
707,mp-2468,ErHg is Tetraauricupride structured and crystallizes in the cubic Pm̅3m space group. Er is bonded in a body-centered cubic geometry to eight equivalent Hg atoms. All Er-Hg bond lengths are 3.17 Å. Hg is bonded in a body-centered cubic geometry to eight equivalent Er atoms.,45,221,Pm-3m,cubic,Tetraauricupride
708,mp-2474,YAg is Tetraauricupride structured and crystallizes in the cubic Pm̅3m space group. Y is bonded in a body-centered cubic geometry to eight equivalent Ag atoms. All Y-Ag bond lengths are 3.14 Å. Ag is bonded in a body-centered cubic geometry to eight equivalent Y atoms.,45,221,Pm-3m,cubic,Tetraauricupride
709,mp-2658,FeAl is Tetraauricupride structured and crystallizes in the cubic Pm̅3m space group. Fe is bonded in a body-centered cubic geometry to eight equivalent Al atoms. All Fe-Al bond lengths are 2.46 Å. Al is bonded in a body-centered cubic geometry to eight equivalent Fe atoms.,45,221,Pm-3m,cubic,Tetraauricupride
710,mp-2773,BeCo is Tetraauricupride structured and crystallizes in the cubic Pm̅3m space group. Be is bonded in a body-centered cubic geometry to eight equivalent Co atoms. All Be-Co bond lengths are 2.23 Å. Co is bonded in a body-centered cubic geometry to eight equivalent Be atoms.,45,221,Pm-3m,cubic,Tetraauricupride
711,mp-2781,PdSc is Tetraauricupride structured and crystallizes in the cubic Pm̅3m space group. Sc is bonded in a body-centered cubic geometry to eight equivalent Pd atoms. All Sc-Pd bond lengths are 2.86 Å. Pd is bonded in a body-centered cubic geometry to eight equivalent Sc atoms.,45,221,Pm-3m,cubic,Tetraauricupride
712,mp-291,TiOs is Tetraauricupride structured and crystallizes in the cubic Pm̅3m space group. Ti2+ is bonded in a body-centered cubic geometry to eight equivalent Os2- atoms. All Ti-Os bond lengths are 2.67 Å. Os2- is bonded in a body-centered cubic geometry to eight equivalent Ti2+ atoms.,45,221,Pm-3m,cubic,Tetraauricupride
713,mp-481,Pt3Sc is Uranium Silicide structured and crystallizes in the cubic Pm̅3m space group. Sc2+ is bonded to twelve equivalent Pt+0.67- atoms to form a mixture of face and corner-sharing ScPt12 cuboctahedra. All Sc-Pt bond lengths are 2.82 Å. Pt+0.67- is bonded in a distorted square co-planar geometry to four equivalent Sc2+ atoms.,52,221,Pm-3m,cubic,Uranium Silicide
714,mp-615,MgY is Tetraauricupride structured and crystallizes in the cubic Pm̅3m space group. Mg is bonded in a body-centered cubic geometry to eight equivalent Y atoms. All Mg-Y bond lengths are 3.30 Å. Y is bonded in a body-centered cubic geometry to eight equivalent Mg atoms.,45,221,Pm-3m,cubic,Tetraauricupride
715,mp-1150,URh3 is Uranium Silicide structured and crystallizes in the cubic Pm̅3m space group. U is bonded to twelve equivalent Rh atoms to form a mixture of face and corner-sharing URh12 cuboctahedra. All U-Rh bond lengths are 2.83 Å. Rh is bonded in a distorted square co-planar geometry to four equivalent U atoms.,52,221,Pm-3m,cubic,Uranium Silicide
716,mp-1400,"HfW2 is Cubic Laves structured and crystallizes in the cubic Fd̅3m space group. Hf is bonded in a 12-coordinate geometry to twelve equivalent W atoms. All Hf-W bond lengths are 3.15 Å. W is bonded to six equivalent Hf and six equivalent W atoms to form a mixture of edge, corner, and face-sharing WHf6W6 cuboctahedra. All W-W bond lengths are 2.68 Å.",62,227,Fd-3m,cubic,Cubic Laves
717,mp-1505,TmMg is Tetraauricupride structured and crystallizes in the cubic Pm̅3m space group. Mg is bonded in a body-centered cubic geometry to eight equivalent Tm atoms. All Mg-Tm bond lengths are 3.24 Å. Tm is bonded in a body-centered cubic geometry to eight equivalent Mg atoms.,45,221,Pm-3m,cubic,Tetraauricupride
718,mp-1926,"HoFe2 is Cubic Laves structured and crystallizes in the cubic Fd̅3m space group. Ho is bonded in a 12-coordinate geometry to twelve equivalent Fe atoms. All Ho-Fe bond lengths are 3.02 Å. Fe is bonded to six equivalent Ho and six equivalent Fe atoms to form a mixture of corner, edge, and face-sharing FeHo6Fe6 cuboctahedra. All Fe-Fe bond lengths are 2.58 Å.",62,227,Fd-3m,cubic,Cubic Laves
719,mp-1934,LiZn is Zintl Phase structured and crystallizes in the cubic Fd̅3m space group. The structure consists of a LiZn framework. Li is bonded to four equivalent Zn atoms to form distorted corner-sharing LiZn4 tetrahedra. All Li-Zn bond lengths are 2.63 Å. Zn is bonded to four equivalent Li atoms to form distorted corner-sharing ZnLi4 tetrahedra.,55,227,Fd-3m,cubic,Zintl Phase
720,mp-2027,HfCo is Tetraauricupride structured and crystallizes in the cubic Pm̅3m space group. Hf is bonded in a body-centered cubic geometry to eight equivalent Co atoms. All Hf-Co bond lengths are 2.74 Å. Co is bonded in a body-centered cubic geometry to eight equivalent Hf atoms.,45,221,Pm-3m,cubic,Tetraauricupride
721,mp-2197,HgBa is Tetraauricupride structured and crystallizes in the cubic Pm̅3m space group. Ba is bonded in a body-centered cubic geometry to eight equivalent Hg atoms. All Ba-Hg bond lengths are 3.62 Å. Hg is bonded in a body-centered cubic geometry to eight equivalent Ba atoms.,45,221,Pm-3m,cubic,Tetraauricupride
722,mp-22797,"EuPt2 is Cubic Laves structured and crystallizes in the cubic Fd̅3m space group. Eu is bonded in a 12-coordinate geometry to twelve equivalent Pt atoms. All Eu-Pt bond lengths are 3.21 Å. Pt is bonded to six equivalent Eu and six equivalent Pt atoms to form a mixture of corner, face, and edge-sharing PtEu6Pt6 cuboctahedra. All Pt-Pt bond lengths are 2.74 Å.",62,227,Fd-3m,cubic,Cubic Laves
723,mp-23163,"Bi2Cs is Cubic Laves structured and crystallizes in the cubic Fd̅3m space group. Cs is bonded in a 12-coordinate geometry to twelve equivalent Bi atoms. All Cs-Bi bond lengths are 4.05 Å. Bi is bonded to six equivalent Cs and six equivalent Bi atoms to form a mixture of face, corner, and edge-sharing BiCs6Bi6 cuboctahedra. All Bi-Bi bond lengths are 3.45 Å.",62,227,Fd-3m,cubic,Cubic Laves
724,mp-2558,SmMg is Tetraauricupride structured and crystallizes in the cubic Pm̅3m space group. Mg is bonded in a body-centered cubic geometry to eight equivalent Sm atoms. All Mg-Sm bond lengths are 3.34 Å. Sm is bonded in a body-centered cubic geometry to eight equivalent Mg atoms.,45,221,Pm-3m,cubic,Tetraauricupride
725,mp-2636,GdMg is Tetraauricupride structured and crystallizes in the cubic Pm̅3m space group. Mg is bonded in a body-centered cubic geometry to eight equivalent Gd atoms. All Mg-Gd bond lengths are 3.32 Å. Gd is bonded in a body-centered cubic geometry to eight equivalent Mg atoms.,45,221,Pm-3m,cubic,Tetraauricupride
726,mp-30352,"NaAg2 is Cubic Laves structured and crystallizes in the cubic Fd̅3m space group. Na is bonded in a 12-coordinate geometry to twelve equivalent Ag atoms. All Na-Ag bond lengths are 3.28 Å. Ag is bonded to six equivalent Na and six equivalent Ag atoms to form a mixture of corner, face, and edge-sharing AgNa6Ag6 cuboctahedra. All Ag-Ag bond lengths are 2.80 Å.",62,227,Fd-3m,cubic,Cubic Laves
727,mp-421,"DyNi2 is Cubic Laves structured and crystallizes in the cubic Fd̅3m space group. Dy is bonded in a 12-coordinate geometry to twelve equivalent Ni atoms. All Dy-Ni bond lengths are 2.94 Å. Ni is bonded to six equivalent Dy and six equivalent Ni atoms to form a mixture of corner, edge, and face-sharing NiDy6Ni6 cuboctahedra. All Ni-Ni bond lengths are 2.51 Å.",62,227,Fd-3m,cubic,Cubic Laves
728,mp-436,SmRh is Tetraauricupride structured and crystallizes in the cubic Pm̅3m space group. Sm is bonded in a body-centered cubic geometry to eight equivalent Rh atoms. All Sm-Rh bond lengths are 3.01 Å. Rh is bonded in a body-centered cubic geometry to eight equivalent Sm atoms.,45,221,Pm-3m,cubic,Tetraauricupride
729,mp-568430,"BaRh2 is Cubic Laves structured and crystallizes in the cubic Fd̅3m space group. Ba is bonded in a 12-coordinate geometry to twelve equivalent Rh atoms. All Ba-Rh bond lengths are 3.28 Å. Rh is bonded to six equivalent Ba and six equivalent Rh atoms to form a mixture of edge, corner, and face-sharing RhBa6Rh6 cuboctahedra. All Rh-Rh bond lengths are 2.80 Å.",62,227,Fd-3m,cubic,Cubic Laves
730,mp-570113,"Au2Bi is Cubic Laves structured and crystallizes in the cubic Fd̅3m space group. Au1- is bonded to six equivalent Au1- and six equivalent Bi2+ atoms to form a mixture of edge, corner, and face-sharing AuBi6Au6 cuboctahedra. All Au-Au bond lengths are 2.84 Å. All Au-Bi bond lengths are 3.33 Å. Bi2+ is bonded in a 12-coordinate geometry to twelve equivalent Au1- atoms.",62,227,Fd-3m,cubic,Cubic Laves
731,mp-702,HgCe is Tetraauricupride structured and crystallizes in the cubic Pm̅3m space group. Ce is bonded in a body-centered cubic geometry to eight equivalent Hg atoms. All Ce-Hg bond lengths are 3.33 Å. Hg is bonded in a body-centered cubic geometry to eight equivalent Ce atoms.,45,221,Pm-3m,cubic,Tetraauricupride
732,mp-1033,NiBe is Tetraauricupride structured and crystallizes in the cubic Pm̅3m space group. Be is bonded in a body-centered cubic geometry to eight equivalent Ni atoms. All Be-Ni bond lengths are 2.24 Å. Ni is bonded in a body-centered cubic geometry to eight equivalent Be atoms.,45,221,Pm-3m,cubic,Tetraauricupride
733,mp-1076927,GdPb3 is Uranium Silicide structured and crystallizes in the cubic Pm̅3m space group. Gd is bonded to twelve equivalent Pb atoms to form a mixture of corner and face-sharing GdPb12 cuboctahedra. All Gd-Pb bond lengths are 3.44 Å. Pb is bonded in a distorted square co-planar geometry to four equivalent Gd atoms.,52,221,Pm-3m,cubic,Uranium Silicide
734,mp-1129,IrSc is Tetraauricupride structured and crystallizes in the cubic Pm̅3m space group. Sc is bonded in a body-centered cubic geometry to eight equivalent Ir atoms. All Sc-Ir bond lengths are 2.79 Å. Ir is bonded in a body-centered cubic geometry to eight equivalent Sc atoms.,45,221,Pm-3m,cubic,Tetraauricupride
735,mp-11564,TmRh is Tetraauricupride structured and crystallizes in the cubic Pm̅3m space group. Tm is bonded in a body-centered cubic geometry to eight equivalent Rh atoms. All Tm-Rh bond lengths are 2.90 Å. Rh is bonded in a body-centered cubic geometry to eight equivalent Tm atoms.,45,221,Pm-3m,cubic,Tetraauricupride
736,mp-11572,TcTa is Tetraauricupride structured and crystallizes in the cubic Pm̅3m space group. Ta3+ is bonded in a body-centered cubic geometry to eight equivalent Tc3- atoms. All Ta-Tc bond lengths are 2.75 Å. Tc3- is bonded in a body-centered cubic geometry to eight equivalent Ta3+ atoms.,45,221,Pm-3m,cubic,Tetraauricupride
737,mp-12778,VOs is Tetraauricupride structured and crystallizes in the cubic Pm̅3m space group. V2+ is bonded in a body-centered cubic geometry to eight equivalent Os2- atoms. All V-Os bond lengths are 2.61 Å. Os2- is bonded in a body-centered cubic geometry to eight equivalent V2+ atoms.,45,221,Pm-3m,cubic,Tetraauricupride
738,mp-1912,AgZn is Tetraauricupride structured and crystallizes in the cubic Pm̅3m space group. Ag is bonded in a body-centered cubic geometry to eight equivalent Zn atoms. All Ag-Zn bond lengths are 2.72 Å. Zn is bonded in a body-centered cubic geometry to eight equivalent Ag atoms.,45,221,Pm-3m,cubic,Tetraauricupride
739,mp-1979,HoPd3 is Uranium Silicide structured and crystallizes in the cubic Pm̅3m space group. Ho is bonded to twelve equivalent Pd atoms to form a mixture of face and corner-sharing HoPd12 cuboctahedra. All Ho-Pd bond lengths are 2.88 Å. Pd is bonded in a distorted square co-planar geometry to four equivalent Ho atoms.,52,221,Pm-3m,cubic,Uranium Silicide
740,mp-19966,GdTl is Tetraauricupride structured and crystallizes in the cubic Pm̅3m space group. Gd is bonded in a body-centered cubic geometry to eight equivalent Tl atoms. All Gd-Tl bond lengths are 3.30 Å. Tl is bonded in a body-centered cubic geometry to eight equivalent Gd atoms.,45,221,Pm-3m,cubic,Tetraauricupride
741,mp-20601,NdPb3 is Uranium Silicide structured and crystallizes in the cubic Pm̅3m space group. Nd is bonded to twelve equivalent Pb atoms to form a mixture of face and corner-sharing NdPb12 cuboctahedra. All Nd-Pb bond lengths are 3.47 Å. Pb is bonded in a distorted square co-planar geometry to four equivalent Nd atoms.,52,221,Pm-3m,cubic,Uranium Silicide
742,mp-2167,DyAg is Tetraauricupride structured and crystallizes in the cubic Pm̅3m space group. Dy is bonded in a body-centered cubic geometry to eight equivalent Ag atoms. All Dy-Ag bond lengths are 3.12 Å. Ag is bonded in a body-centered cubic geometry to eight equivalent Dy atoms.,45,221,Pm-3m,cubic,Tetraauricupride
